,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Duty
4298,top,top,middle,top,middle,top,middle,middle,top,top,top,top,top,top,top,top,top,top,top,middle,bottom,top,middle,top,top,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,3
4299,middle,middle,top,middle,middle,middle,middle,top,middle,top,middle,top,middle,top,top,top,top,top,middle,top,top,middle,top,middle,top,top,top,top,bottom,bottom,bottom,bottom,bottom,2
4300,middle,top,top,middle,middle,bottom,bottom,middle,middle,middle,middle,middle,top,middle,middle,top,top,top,bottom,top,top,bottom,middle,middle,top,top,top,top,bottom,bottom,bottom,bottom,bottom,1
4301,middle,top,top,middle,middle,middle,middle,top,middle,middle,top,middle,top,middle,top,middle,top,top,middle,top,top,middle,middle,middle,top,top,top,top,bottom,bottom,bottom,bottom,bottom,1
4302,bottom,top,middle,bottom,middle,middle,bottom,middle,top,top,top,top,top,middle,middle,top,top,top,middle,top,top,middle,middle,middle,top,top,top,top,bottom,bottom,bottom,bottom,bottom,1
4303,top,top,top,top,top,top,middle,middle,top,top,top,top,top,top,top,top,top,top,top,top,middle,top,top,top,middle,bottom,middle,middle,bottom,bottom,bottom,bottom,bottom,3
4304,middle,middle,top,middle,top,middle,middle,top,top,top,top,top,top,top,top,top,top,top,top,top,top,middle,top,middle,top,top,top,top,bottom,bottom,bottom,bottom,bottom,2
4305,bottom,bottom,middle,bottom,bottom,bottom,bottom,bottom,bottom,middle,middle,middle,middle,middle,middle,middle,middle,top,bottom,bottom,bottom,bottom,middle,middle,middle,bottom,bottom,bottom,top,top,top,top,top,0
4306,middle,top,middle,bottom,middle,middle,bottom,middle,middle,top,top,top,top,middle,middle,top,top,top,middle,top,top,middle,middle,middle,top,top,top,top,bottom,bottom,bottom,bottom,bottom,1
4307,top,middle,top,middle,top,top,middle,top,top,top,top,top,top,top,top,top,top,top,top,top,middle,top,top,top,top,middle,top,middle,bottom,bottom,bottom,bottom,bottom,3
4308,top,middle,top,middle,top,top,top,top,top,top,top,top,top,top,top,top,top,top,top,middle,bottom,top,top,middle,top,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
4309,middle,top,top,bottom,middle,middle,middle,middle,middle,middle,middle,middle,top,middle,middle,top,top,top,middle,top,top,middle,middle,top,top,top,top,top,bottom,bottom,bottom,bottom,bottom,1
4310,bottom,bottom,middle,bottom,bottom,bottom,bottom,bottom,bottom,middle,middle,middle,top,middle,bottom,top,middle,top,bottom,bottom,bottom,bottom,bottom,bottom,middle,bottom,bottom,bottom,top,top,top,top,top,0
4311,top,middle,top,top,top,top,top,top,top,top,top,top,top,top,top,top,top,middle,top,middle,middle,top,top,middle,top,bottom,middle,middle,bottom,bottom,bottom,bottom,bottom,2
4312,middle,middle,top,middle,middle,top,middle,top,top,top,top,top,top,top,middle,top,top,top,middle,top,top,top,top,top,top,middle,top,top,bottom,bottom,bottom,bottom,bottom,2
4313,top,top,top,top,top,middle,top,middle,top,middle,middle,middle,top,middle,top,top,middle,top,top,top,bottom,top,middle,top,top,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,3
4314,middle,middle,top,middle,middle,middle,middle,middle,top,top,top,top,top,top,top,top,top,top,top,top,top,middle,middle,middle,middle,top,top,top,bottom,bottom,bottom,bottom,bottom,2
4315,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,middle,middle,middle,top,middle,bottom,top,bottom,top,bottom,middle,bottom,bottom,middle,bottom,middle,bottom,bottom,bottom,top,middle,top,top,top,0
4316,top,middle,top,middle,top,middle,top,middle,top,top,top,top,top,top,middle,top,top,top,middle,top,middle,top,top,top,top,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
4317,top,top,top,middle,top,top,middle,middle,top,top,top,top,top,top,top,top,top,top,top,middle,bottom,top,top,top,top,middle,middle,bottom,bottom,bottom,bottom,bottom,bottom,2
4318,middle,middle,top,middle,middle,middle,middle,top,top,middle,middle,middle,top,middle,top,middle,top,top,middle,top,top,middle,middle,middle,top,top,top,middle,bottom,bottom,bottom,bottom,bottom,2
4319,middle,top,top,bottom,middle,bottom,bottom,top,top,top,top,middle,top,middle,top,top,top,top,middle,top,top,middle,top,middle,top,top,top,top,bottom,bottom,bottom,bottom,bottom,1
4320,middle,middle,top,middle,top,middle,middle,top,top,top,top,top,top,top,top,top,top,top,middle,middle,top,top,top,middle,middle,top,top,top,bottom,bottom,bottom,bottom,bottom,2
4321,bottom,top,top,bottom,middle,middle,middle,top,middle,top,top,top,top,top,middle,top,top,top,middle,top,top,middle,middle,middle,top,top,top,top,bottom,bottom,bottom,bottom,bottom,1
4322,bottom,top,top,bottom,top,middle,middle,top,top,top,top,top,top,top,middle,top,top,top,bottom,top,top,middle,middle,bottom,top,top,top,top,bottom,bottom,bottom,bottom,bottom,1
4323,middle,middle,top,top,top,top,top,top,top,top,top,top,top,top,top,top,top,top,top,top,top,top,top,top,top,top,top,top,bottom,bottom,bottom,bottom,bottom,1
4324,middle,middle,top,middle,middle,middle,middle,top,top,top,top,top,top,top,top,top,top,top,middle,top,top,middle,middle,middle,top,top,top,top,bottom,bottom,bottom,bottom,bottom,1
4325,middle,middle,top,middle,top,top,middle,top,top,middle,middle,top,top,top,top,top,top,middle,middle,top,top,top,top,top,top,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
4326,top,middle,top,middle,top,middle,middle,middle,top,top,top,top,top,middle,top,top,top,top,top,top,top,top,middle,middle,top,top,top,top,bottom,bottom,bottom,bottom,bottom,1
4327,top,top,top,middle,top,top,top,top,top,top,top,top,top,middle,top,top,top,top,top,top,middle,top,top,middle,middle,bottom,middle,bottom,bottom,bottom,bottom,bottom,bottom,3
4328,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,middle,middle,middle,top,middle,bottom,middle,bottom,middle,bottom,bottom,bottom,bottom,middle,bottom,middle,bottom,bottom,bottom,top,top,top,top,top,0
4329,top,top,top,top,top,middle,bottom,middle,top,middle,middle,middle,top,middle,top,top,top,top,middle,middle,bottom,top,middle,top,top,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,3
4330,middle,top,top,top,top,top,top,top,top,middle,middle,top,top,top,middle,top,middle,middle,middle,top,top,top,top,top,top,top,top,middle,bottom,bottom,bottom,bottom,bottom,2
4331,middle,middle,top,middle,top,middle,middle,middle,top,top,top,top,middle,top,middle,middle,top,top,middle,top,top,top,middle,middle,top,top,top,top,bottom,bottom,bottom,bottom,bottom,1
4332,bottom,middle,top,bottom,top,top,middle,top,top,top,top,top,top,top,middle,top,top,top,bottom,middle,top,middle,top,middle,middle,top,top,top,bottom,bottom,bottom,bottom,bottom,1
4333,middle,top,top,middle,middle,middle,middle,top,top,middle,middle,top,top,top,middle,top,top,top,middle,top,top,middle,middle,middle,middle,top,top,top,bottom,bottom,bottom,bottom,bottom,2
4334,bottom,top,middle,bottom,middle,middle,bottom,middle,middle,middle,middle,middle,top,middle,bottom,top,top,top,bottom,top,top,bottom,middle,middle,middle,top,top,top,bottom,bottom,bottom,bottom,bottom,1
4335,top,middle,top,top,top,top,top,top,top,middle,middle,middle,top,top,top,middle,middle,top,top,top,top,middle,top,top,top,top,top,top,bottom,bottom,bottom,bottom,bottom,2
4336,middle,top,top,bottom,middle,middle,middle,top,top,middle,middle,middle,top,middle,top,top,top,top,middle,top,top,bottom,middle,middle,top,top,top,top,bottom,bottom,bottom,bottom,bottom,1
4337,middle,middle,top,middle,top,top,top,top,top,top,top,top,top,top,top,middle,top,middle,top,top,middle,top,top,top,top,middle,top,middle,bottom,bottom,bottom,bottom,bottom,2
4338,bottom,top,middle,bottom,middle,bottom,middle,top,middle,middle,bottom,middle,top,bottom,top,bottom,top,top,middle,top,top,bottom,middle,middle,middle,top,top,top,bottom,bottom,bottom,bottom,bottom,1
4339,top,top,top,middle,top,top,top,top,top,top,top,top,top,top,top,middle,top,top,top,top,middle,top,top,top,top,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
4340,top,middle,top,top,top,top,top,top,top,top,middle,top,top,top,top,middle,top,middle,top,top,middle,top,top,top,top,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
4341,top,top,middle,top,top,middle,middle,middle,top,middle,middle,middle,top,middle,top,top,top,top,top,top,bottom,top,middle,top,middle,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,3
4342,top,middle,top,top,top,middle,top,middle,top,top,top,top,top,top,middle,top,top,middle,middle,middle,middle,top,top,top,top,bottom,middle,middle,bottom,bottom,bottom,bottom,bottom,2
4343,bottom,top,top,middle,middle,middle,middle,middle,middle,middle,middle,middle,top,middle,top,middle,top,top,middle,top,top,middle,middle,middle,middle,top,top,top,bottom,bottom,bottom,bottom,bottom,1
4344,top,middle,top,top,top,top,top,top,top,top,top,top,top,top,top,middle,top,top,top,middle,middle,top,top,top,top,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
4345,middle,top,middle,middle,middle,middle,middle,top,top,top,top,top,middle,top,top,top,top,top,middle,top,top,middle,middle,middle,top,top,top,top,bottom,bottom,bottom,bottom,bottom,1
4346,top,top,top,middle,top,middle,bottom,middle,top,top,top,top,top,top,top,top,top,middle,top,middle,middle,top,top,middle,top,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
4347,middle,top,top,middle,top,middle,bottom,top,top,top,top,top,top,top,middle,top,top,top,middle,top,top,top,middle,bottom,top,top,top,top,bottom,bottom,bottom,bottom,bottom,1
4348,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,middle,middle,middle,top,middle,bottom,top,middle,top,bottom,middle,bottom,bottom,bottom,bottom,middle,bottom,bottom,bottom,top,top,middle,top,top,0
4349,top,top,top,top,top,middle,middle,middle,top,top,top,top,top,top,top,top,top,top,top,top,middle,top,top,top,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,bottom,3
4350,bottom,top,top,middle,top,middle,middle,top,top,top,top,middle,middle,top,middle,top,top,top,middle,middle,top,middle,middle,middle,top,top,top,top,bottom,bottom,bottom,bottom,bottom,1
4351,top,middle,top,middle,top,top,bottom,top,top,top,top,top,top,top,middle,top,top,middle,middle,middle,top,top,top,middle,top,middle,top,top,bottom,bottom,bottom,bottom,bottom,2
4352,top,top,top,middle,top,middle,middle,middle,top,top,top,top,top,middle,top,top,top,top,middle,bottom,bottom,top,middle,top,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,3
4353,middle,middle,top,top,top,top,top,top,top,top,top,top,top,top,middle,top,top,middle,middle,middle,middle,top,top,top,top,bottom,middle,middle,bottom,bottom,bottom,bottom,bottom,2
4354,top,middle,top,top,top,top,top,top,top,top,top,top,top,top,middle,middle,middle,middle,middle,middle,middle,top,top,top,top,bottom,middle,middle,bottom,bottom,bottom,bottom,bottom,2
4355,top,middle,top,middle,top,top,top,top,top,top,top,top,top,top,top,top,top,top,top,top,middle,top,top,top,top,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
4356,middle,top,top,middle,top,middle,middle,top,top,top,top,top,top,top,middle,top,top,top,middle,top,top,middle,middle,top,top,top,top,top,bottom,bottom,bottom,bottom,bottom,1
4357,bottom,top,top,bottom,middle,middle,middle,middle,middle,middle,top,middle,top,top,middle,top,middle,top,middle,top,top,bottom,middle,middle,top,top,top,top,bottom,bottom,bottom,bottom,bottom,1
4358,top,middle,top,middle,top,top,top,top,top,top,top,top,top,top,top,middle,top,top,top,middle,middle,top,top,top,top,bottom,bottom,middle,bottom,bottom,bottom,bottom,bottom,2
4359,bottom,middle,top,bottom,top,middle,top,top,top,middle,top,top,top,top,middle,top,top,top,middle,top,top,top,top,top,top,top,top,top,bottom,bottom,bottom,bottom,bottom,2
4360,top,top,top,top,top,top,top,top,top,top,top,top,top,top,top,top,top,middle,top,middle,bottom,top,top,top,top,bottom,middle,middle,bottom,bottom,bottom,bottom,bottom,3
4361,top,middle,top,top,top,top,top,top,top,top,top,top,top,top,top,top,top,top,top,middle,middle,top,top,top,top,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,3
4362,top,middle,top,middle,top,top,top,top,top,top,top,top,top,top,middle,top,top,middle,top,middle,middle,top,top,middle,top,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,2
4363,top,middle,top,top,top,top,top,top,top,top,middle,top,top,top,top,top,top,top,top,top,top,middle,top,top,top,middle,top,top,bottom,bottom,bottom,bottom,bottom,2
4364,bottom,top,middle,bottom,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,top,top,top,top,middle,top,top,bottom,middle,middle,middle,top,top,top,bottom,bottom,bottom,bottom,bottom,1
4365,top,top,top,middle,top,top,top,top,top,top,top,top,top,top,top,top,top,top,top,top,middle,top,top,middle,top,middle,top,top,bottom,bottom,bottom,bottom,bottom,2
4366,middle,top,top,middle,top,top,top,top,top,middle,middle,top,top,top,top,top,top,top,top,top,top,middle,middle,top,top,top,top,top,bottom,bottom,bottom,bottom,bottom,1
4367,middle,top,middle,middle,middle,middle,middle,middle,middle,top,top,top,top,middle,top,top,top,top,middle,top,top,middle,middle,middle,top,top,top,top,bottom,bottom,bottom,bottom,bottom,1
4368,middle,top,top,middle,bottom,bottom,middle,middle,top,middle,middle,middle,top,middle,top,top,top,top,middle,top,top,bottom,middle,middle,top,top,top,top,bottom,bottom,bottom,bottom,bottom,1
4369,top,top,top,middle,top,middle,middle,middle,top,top,top,top,top,top,top,top,top,top,middle,middle,bottom,top,top,middle,top,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,3
4370,middle,middle,top,middle,top,middle,middle,top,top,top,top,top,top,top,top,middle,top,top,middle,middle,middle,top,top,middle,top,middle,top,middle,bottom,bottom,bottom,bottom,bottom,2
4371,middle,top,top,middle,middle,top,top,top,top,middle,middle,top,middle,middle,top,top,top,top,top,top,top,bottom,middle,middle,top,top,top,top,bottom,bottom,bottom,bottom,bottom,1
4372,middle,middle,top,middle,top,top,middle,top,top,top,top,top,top,top,middle,top,top,middle,middle,top,top,top,top,middle,top,top,top,top,bottom,bottom,bottom,bottom,bottom,2
4373,middle,middle,top,middle,top,middle,middle,top,top,top,middle,top,top,top,top,top,top,top,middle,top,top,middle,middle,top,top,top,top,top,bottom,bottom,bottom,bottom,bottom,1
4374,middle,top,top,middle,middle,middle,middle,top,middle,middle,middle,middle,top,middle,top,middle,top,top,middle,top,top,middle,middle,middle,top,top,top,top,bottom,bottom,bottom,bottom,bottom,2
4375,bottom,top,top,bottom,bottom,bottom,middle,middle,middle,top,top,middle,top,middle,middle,middle,top,top,bottom,middle,top,bottom,middle,middle,top,top,top,top,bottom,bottom,bottom,bottom,bottom,1
4376,top,top,top,top,top,top,middle,middle,top,middle,top,top,top,top,top,top,top,top,top,top,bottom,top,top,top,top,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,3
4377,middle,middle,top,middle,top,top,top,top,top,top,top,top,top,top,top,top,top,top,top,top,top,middle,top,top,top,top,top,top,bottom,bottom,bottom,bottom,bottom,1
4378,bottom,top,top,bottom,middle,middle,middle,top,middle,middle,middle,middle,top,middle,top,top,middle,top,bottom,top,top,middle,middle,middle,middle,top,top,top,bottom,bottom,bottom,bottom,bottom,1
4379,bottom,top,top,bottom,middle,middle,middle,middle,middle,middle,middle,middle,top,middle,top,middle,middle,top,bottom,top,top,middle,middle,middle,top,top,top,top,bottom,bottom,bottom,bottom,bottom,1
4380,bottom,middle,top,bottom,middle,middle,bottom,middle,middle,top,top,top,top,top,middle,top,top,top,bottom,top,top,middle,middle,middle,middle,middle,top,top,bottom,bottom,bottom,bottom,bottom,1
4381,top,top,top,top,top,top,middle,top,top,top,top,top,top,top,top,top,top,top,middle,top,top,top,middle,middle,top,top,top,top,bottom,bottom,bottom,bottom,bottom,1
4382,top,middle,top,top,top,top,top,top,top,middle,top,top,top,top,top,top,top,middle,top,top,bottom,top,top,middle,top,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,2
4383,middle,top,top,middle,middle,middle,middle,top,top,top,top,middle,top,top,top,top,top,top,middle,top,top,middle,middle,middle,top,top,top,top,bottom,bottom,bottom,bottom,bottom,2
4384,bottom,bottom,bottom,bottom,bottom,bottom,bottom,middle,bottom,middle,middle,middle,top,middle,bottom,top,middle,top,bottom,middle,bottom,bottom,middle,bottom,top,bottom,bottom,bottom,top,top,top,top,top,0
4385,top,bottom,top,top,top,top,top,top,top,middle,middle,top,top,middle,top,middle,top,top,top,middle,middle,top,top,top,top,middle,middle,bottom,bottom,bottom,bottom,bottom,bottom,2
4386,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,middle,middle,middle,top,middle,bottom,top,middle,middle,bottom,bottom,bottom,bottom,middle,bottom,middle,bottom,bottom,bottom,top,top,top,top,top,0
4387,top,top,middle,middle,top,middle,middle,middle,top,top,top,top,top,top,top,top,top,top,middle,bottom,bottom,top,middle,top,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,3
4388,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,middle,middle,middle,top,middle,bottom,top,middle,top,bottom,middle,bottom,bottom,bottom,bottom,middle,bottom,bottom,bottom,top,top,top,top,top,0
4389,bottom,top,top,middle,middle,middle,middle,top,middle,middle,middle,middle,top,middle,middle,top,top,top,middle,top,top,middle,middle,middle,top,top,top,top,bottom,bottom,bottom,bottom,bottom,1
4390,top,middle,top,middle,top,top,top,top,top,top,top,top,middle,top,top,middle,top,middle,top,middle,middle,top,top,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,bottom,2
4391,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,middle,middle,top,middle,bottom,top,bottom,middle,bottom,bottom,bottom,bottom,middle,bottom,middle,bottom,bottom,bottom,top,top,top,top,top,0
4392,top,middle,top,middle,top,top,top,top,top,top,top,top,top,top,top,top,top,middle,top,middle,middle,top,top,top,top,bottom,middle,middle,bottom,bottom,bottom,bottom,bottom,2
4393,middle,middle,top,top,top,top,middle,top,top,top,top,top,top,top,top,top,top,top,top,top,top,top,top,middle,top,top,top,top,bottom,bottom,bottom,bottom,bottom,2
4394,middle,top,top,middle,top,top,middle,top,top,middle,middle,top,top,top,top,top,top,top,middle,top,top,top,top,top,top,middle,top,top,bottom,bottom,bottom,bottom,bottom,2
4395,bottom,top,top,middle,middle,middle,middle,top,middle,top,top,middle,middle,middle,bottom,top,top,top,bottom,top,top,bottom,middle,middle,middle,top,top,top,bottom,bottom,bottom,bottom,bottom,1
4396,top,middle,top,top,top,top,middle,top,top,top,top,top,top,top,top,top,top,top,top,top,middle,top,top,middle,top,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,3
4397,middle,middle,top,middle,top,middle,middle,top,top,top,top,top,top,top,middle,top,top,top,middle,top,top,middle,middle,middle,top,top,top,top,bottom,bottom,bottom,bottom,bottom,2
4398,top,middle,top,top,top,top,top,middle,top,top,top,top,top,top,top,top,middle,top,top,top,middle,top,top,top,top,bottom,middle,middle,bottom,bottom,bottom,bottom,bottom,2
4399,middle,middle,top,top,top,middle,middle,top,top,top,top,top,top,top,middle,top,top,top,middle,top,top,middle,middle,middle,middle,top,top,top,bottom,bottom,bottom,bottom,bottom,2
4400,bottom,middle,middle,bottom,top,middle,middle,middle,top,top,top,top,top,top,middle,top,top,top,bottom,top,top,middle,middle,middle,middle,top,top,top,bottom,bottom,bottom,bottom,bottom,1
4401,top,top,middle,top,top,middle,middle,middle,top,middle,top,middle,top,middle,top,top,top,top,top,top,bottom,top,middle,top,top,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,3
4402,middle,top,top,middle,middle,middle,middle,middle,middle,top,middle,top,top,top,top,top,top,top,middle,top,top,middle,middle,top,top,top,top,top,bottom,bottom,bottom,bottom,bottom,1
4403,middle,top,top,middle,top,top,middle,top,top,top,top,top,top,top,top,top,top,top,middle,top,top,middle,middle,middle,top,top,top,top,bottom,bottom,bottom,bottom,bottom,1
4404,middle,top,top,middle,middle,middle,middle,top,top,middle,middle,top,middle,middle,middle,middle,top,top,middle,top,top,middle,top,middle,top,top,top,top,bottom,bottom,bottom,bottom,bottom,2
4405,middle,middle,top,middle,top,middle,middle,middle,top,top,top,top,top,top,top,top,top,top,top,top,top,top,middle,middle,top,top,top,top,bottom,bottom,bottom,bottom,bottom,1
4406,middle,top,top,middle,top,middle,middle,top,top,top,top,top,top,top,top,top,top,top,middle,top,top,middle,top,top,top,top,top,top,bottom,bottom,bottom,bottom,bottom,1
4407,top,middle,top,middle,top,top,middle,top,top,top,top,top,top,top,middle,middle,middle,middle,top,middle,top,top,top,middle,top,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
4408,bottom,top,middle,bottom,middle,middle,middle,middle,middle,middle,middle,middle,top,bottom,middle,middle,top,top,bottom,top,top,middle,middle,middle,top,top,top,top,bottom,bottom,bottom,bottom,bottom,1
4409,top,top,top,top,top,top,middle,top,top,top,top,top,top,top,top,top,top,top,top,top,top,top,top,top,top,top,top,top,bottom,bottom,bottom,bottom,bottom,2
4410,middle,top,top,middle,top,middle,middle,middle,top,top,top,top,top,top,middle,top,top,top,middle,top,top,middle,middle,middle,top,top,top,top,bottom,bottom,bottom,bottom,bottom,1
4411,bottom,top,top,bottom,middle,bottom,middle,middle,top,middle,middle,middle,top,middle,middle,top,middle,top,middle,top,top,middle,middle,middle,middle,top,top,top,bottom,bottom,bottom,bottom,bottom,1
4412,top,top,top,top,top,middle,top,middle,top,top,top,top,middle,top,top,top,middle,top,middle,top,bottom,top,middle,middle,top,middle,bottom,middle,bottom,bottom,bottom,bottom,bottom,3
4413,middle,middle,top,middle,top,top,top,top,top,top,top,top,top,top,top,top,top,top,middle,top,top,middle,middle,middle,top,top,top,top,bottom,bottom,bottom,bottom,bottom,1
4414,middle,middle,top,middle,top,middle,middle,top,top,top,top,top,middle,top,top,top,top,middle,middle,top,top,top,middle,middle,middle,top,top,top,bottom,bottom,bottom,bottom,bottom,1
4415,top,middle,top,middle,top,top,middle,top,top,top,top,top,top,top,top,top,top,top,top,middle,middle,top,top,top,top,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
4416,middle,middle,top,middle,top,top,top,top,top,top,top,top,top,top,top,top,top,middle,middle,top,top,top,top,top,top,middle,top,middle,bottom,bottom,bottom,bottom,bottom,2
4417,top,middle,top,middle,top,middle,middle,top,top,top,top,top,top,top,top,middle,top,top,top,middle,middle,top,top,top,top,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,2
4418,bottom,bottom,middle,bottom,bottom,bottom,bottom,middle,middle,middle,bottom,middle,top,middle,bottom,top,middle,top,bottom,middle,bottom,bottom,middle,bottom,middle,bottom,bottom,bottom,top,top,middle,top,top,0
4419,top,middle,top,middle,top,middle,middle,middle,top,top,top,top,top,top,top,top,top,middle,top,middle,middle,top,top,middle,top,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
4420,middle,middle,top,middle,top,middle,top,top,top,top,top,top,top,top,top,bottom,top,middle,top,middle,top,middle,top,top,top,top,top,top,bottom,bottom,bottom,bottom,bottom,2
4421,middle,top,top,top,middle,top,top,top,top,top,top,middle,top,top,top,top,top,top,top,top,top,middle,middle,top,top,top,top,top,bottom,bottom,bottom,bottom,bottom,1
4422,top,top,top,top,top,middle,top,middle,top,top,top,top,top,middle,top,top,top,top,top,top,middle,top,middle,top,top,bottom,middle,middle,bottom,bottom,bottom,bottom,bottom,3
4423,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,middle,middle,middle,top,middle,bottom,middle,middle,top,bottom,bottom,bottom,bottom,middle,bottom,middle,bottom,bottom,bottom,top,top,top,top,top,0
4424,top,top,top,top,top,top,top,middle,top,top,top,top,top,top,top,top,top,middle,top,middle,bottom,top,top,middle,top,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,3
4425,top,top,top,middle,top,top,top,top,top,top,top,top,top,top,top,top,top,top,top,middle,middle,top,top,top,top,top,top,top,bottom,bottom,bottom,bottom,bottom,2
4426,top,middle,top,middle,top,middle,middle,middle,top,top,top,top,top,top,top,top,top,top,top,middle,middle,top,top,middle,top,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,3
4427,middle,middle,top,middle,top,top,top,top,top,top,top,top,middle,top,top,top,top,middle,top,top,top,top,middle,middle,top,middle,top,top,bottom,bottom,bottom,bottom,bottom,1
4428,top,bottom,top,top,top,top,top,middle,top,top,top,top,top,top,top,top,middle,middle,top,middle,bottom,top,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,2
4429,top,top,top,top,top,middle,top,middle,top,middle,top,top,middle,middle,top,top,top,top,top,top,middle,top,middle,top,top,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,3
4430,top,middle,top,middle,top,top,middle,middle,top,top,top,top,top,top,middle,middle,top,top,middle,top,top,top,middle,middle,top,top,top,top,bottom,bottom,bottom,bottom,bottom,1
4431,top,top,top,top,top,middle,top,middle,top,top,top,top,top,top,top,top,top,top,top,top,middle,top,top,top,top,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,3
4432,top,top,top,top,top,middle,middle,middle,top,top,top,top,top,top,top,top,top,top,top,middle,bottom,top,middle,top,middle,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,3
4433,top,top,middle,top,top,middle,middle,middle,top,top,top,middle,top,middle,top,top,top,top,top,top,bottom,top,top,top,top,middle,middle,bottom,bottom,bottom,bottom,bottom,bottom,3
4434,top,middle,top,middle,top,top,top,top,top,top,top,top,top,top,top,top,top,top,top,middle,middle,top,top,top,top,top,middle,middle,bottom,bottom,bottom,bottom,bottom,2
4435,middle,middle,top,top,top,top,middle,top,top,top,top,top,top,top,top,top,top,top,top,top,top,top,top,middle,top,top,top,top,bottom,bottom,bottom,bottom,bottom,1
4436,top,top,top,top,top,middle,middle,middle,top,top,top,top,top,middle,top,top,top,top,middle,top,bottom,top,top,top,top,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,3
4437,top,top,middle,top,top,middle,middle,middle,top,top,top,top,top,top,top,top,middle,top,top,middle,bottom,top,middle,top,top,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,3
4438,middle,top,middle,bottom,middle,middle,bottom,middle,top,top,top,middle,top,top,middle,top,top,top,middle,top,top,middle,middle,middle,top,top,top,top,bottom,bottom,bottom,bottom,bottom,1
4439,bottom,top,top,bottom,middle,bottom,bottom,middle,middle,middle,top,middle,top,top,bottom,top,top,top,bottom,top,top,bottom,middle,middle,middle,top,top,top,bottom,bottom,bottom,bottom,bottom,1
4440,top,top,top,top,top,top,middle,middle,top,top,top,top,top,top,top,top,top,middle,top,top,middle,top,top,top,top,middle,middle,bottom,bottom,bottom,bottom,bottom,bottom,3
4441,bottom,bottom,bottom,bottom,bottom,bottom,bottom,middle,bottom,middle,middle,bottom,middle,middle,bottom,top,bottom,top,bottom,bottom,bottom,bottom,middle,bottom,middle,bottom,bottom,bottom,top,top,top,top,top,0
4442,top,top,middle,top,top,middle,middle,middle,top,top,top,top,top,top,top,top,top,top,top,middle,middle,top,middle,top,top,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,3
4443,middle,top,top,bottom,middle,middle,middle,middle,top,middle,middle,middle,top,middle,middle,top,middle,top,middle,top,top,bottom,middle,bottom,middle,top,top,top,bottom,bottom,bottom,bottom,bottom,1
